day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,rainfall,sunshine,windspeed,agriculture_suitability,flood_occurence,intensity,advisory
218,1006.1,33.3,29.6,27.6,24.4,74,27,0,172.9,8.7,48,96,6.39,"Low rainfall, consider irrigation techniques"
219,1005.3,33.1,30.1,27.8,24.2,72,29,0,173.9,6.1,94,47,4.27,"Low rainfall, consider irrigation techniques"
220,1003.4,33.3,30.7,28.2,24.9,72,40,0,174.9,10.9,43,90,3.83,"Low rainfall, consider irrigation techniques"
221,998.5,36.3,32.4,30.0,24.0,62,55,0,175.9,17.2,95,84,3.81,"Low rainfall, consider irrigation techniques"
222,998.5,34.7,31.0,26.9,24.8,71,80,1,176.9,26.4,29,39,5.19,"Low rainfall, consider irrigation techniques"
223,1004.5,30.6,28.1,25.1,25.2,85,88,1,177.9,20.2,59,13,6.58,"Low rainfall, consider irrigation techniques"
224,1007.3,32.8,29.2,26.3,25.4,81,77,1,178.9,13.9,74,90,4.39,"Low rainfall, consider irrigation techniques"
225,1007.9,33.7,30.0,27.8,25.8,79,78,1,179.9,11.9,98,88,4.18,"Low rainfall, consider irrigation techniques"
226,1007.9,29.6,28.0,26.4,25.6,87,84,1,180.9,22.9,71,84,2.9,"Low rainfall, consider irrigation techniques"
227,1007.4,28.8,26.9,25.6,25.1,90,88,1,181.9,12.9,90,25,0.33,"Moderate rainfall, suitable for most crops"
228,1008.5,28.6,27.0,24.9,25.0,89,88,1,182.9,14.2,99,54,6.51,"Low rainfall, consider irrigation techniques"
229,1008.5,31.2,29.2,26.9,26.5,86,88,1,183.9,18.0,51,32,3.77,"Low rainfall, consider irrigation techniques"
230,1008.2,32.4,29.9,28.3,26.6,83,81,1,184.9,20.5,84,50,0.99,"Moderate rainfall, suitable for most crops"
231,1008.0,33.8,30.2,28.4,25.8,78,67,1,185.9,18.1,95,62,1.97,"Moderate rainfall, suitable for most crops"
232,1007.7,32.8,30.1,28.1,25.7,77,59,0,186.9,16.6,82,41,7.14,"Low rainfall, consider irrigation techniques"
233,1006.3,31.2,29.1,26.8,26.1,84,67,1,187.9,6.9,62,60,1.11,"Moderate rainfall, suitable for most crops"
234,1002.2,33.4,30.0,26.9,25.5,77,70,0,188.9,13.6,81,75,3.89,"Low rainfall, consider irrigation techniques"
235,1000.1,32.0,30.2,28.4,24.4,71,48,1,189.9,12.0,76,38,6.31,"Low rainfall, consider irrigation techniques"
236,1000.0,32.9,30.6,28.0,24.2,69,30,1,190.9,11.7,48,37,4.98,"Low rainfall, consider irrigation techniques"
237,1002.4,33.2,30.7,28.3,24.3,70,48,0,191.9,11.0,62,34,3.66,"Low rainfall, consider irrigation techniques"
238,1005.5,34.4,30.6,27.9,23.2,65,22,0,192.9,10.7,80,19,2.7,"Low rainfall, consider irrigation techniques"
239,1008.1,31.7,28.9,27.8,25.3,81,78,1,193.9,16.4,74,59,3.93,"Low rainfall, consider irrigation techniques"
240,1008.1,32.4,29.0,27.0,25.0,79,75,0,194.9,12.0,99,9,3.6,"Low rainfall, consider irrigation techniques"
241,1006.5,31.2,28.3,26.9,24.4,79,84,1,195.9,8.9,78,44,2.74,"Low rainfall, consider irrigation techniques"
242,1006.2,29.6,27.8,26.5,24.8,84,87,1,196.9,11.0,94,30,5.57,"Low rainfall, consider irrigation techniques"
243,1006.8,27.9,26.6,25.8,25.2,92,88,1,197.9,5.9,71,60,5.36,"Low rainfall, consider irrigation techniques"
244,1007.4,29.0,27.4,25.8,25.0,87,88,1,198.9,5.7,91,36,4.51,"Low rainfall, consider irrigation techniques"
245,1007.8,28.9,27.4,25.7,25.4,89,87,1,199.9,8.6,95,58,4.08,"Low rainfall, consider irrigation techniques"
246,1010.9,27.7,25.8,24.5,24.8,94,88,1,200.9,16.5,58,28,3.61,"Low rainfall, consider irrigation techniques"
247,1013.0,29.0,27.6,25.8,25.8,90,87,1,201.9,18.2,31,62,5.01,"Low rainfall, consider irrigation techniques"
248,1013.1,32.9,29.1,27.0,25.7,82,60,0,202.9,9.8,37,22,4.06,"Low rainfall, consider irrigation techniques"
249,1011.1,31.9,29.3,27.2,24.8,78,38,0,203.9,11.7,92,57,5.01,"Low rainfall, consider irrigation techniques"
250,1008.1,32.3,29.6,27.8,25.6,79,43,0,204.9,24.9,78,1,6.81,"Low rainfall, consider irrigation techniques"
251,1007.2,29.6,28.3,26.7,25.9,87,82,1,205.9,21.3,88,82,0.03,"Moderate rainfall, suitable for most crops"
252,1009.4,30.7,27.9,26.4,23.1,75,60,0,206.9,29.0,41,15,1.71,"Moderate rainfall, suitable for most crops"
253,1012.0,31.2,28.2,26.5,23.0,74,44,1,207.9,26.2,87,69,2.3,"Moderate rainfall, suitable for most crops"
254,1012.7,31.3,28.1,26.5,23.2,75,47,0,208.9,24.5,35,63,7.49,"Low rainfall, consider irrigation techniques"
255,1011.1,31.0,28.1,26.8,23.7,77,46,1,209.9,21.4,56,53,6.72,"Low rainfall, consider irrigation techniques"
256,1011.5,30.5,27.9,26.2,23.2,76,66,1,210.9,22.6,96,76,3.57,"Low rainfall, consider irrigation techniques"
257,1013.0,31.2,28.0,25.8,21.4,68,49,0,211.9,39.9,43,20,7.28,"Low rainfall, consider irrigation techniques"
258,1012.2,31.4,28.0,25.9,22.1,71,46,0,212.9,41.3,60,79,6.53,"Low rainfall, consider irrigation techniques"
259,1011.3,31.9,28.6,26.5,23.1,73,60,0,213.9,39.5,50,56,2.8,"Low rainfall, consider irrigation techniques"
260,1011.9,31.0,28.1,26.9,24.5,81,86,1,214.9,32.2,43,51,5.28,"Low rainfall, consider irrigation techniques"
261,1014.6,30.6,28.2,27.1,24.2,79,72,1,215.9,27.4,34,31,0.5,"Moderate rainfall, suitable for most crops"
262,1015.0,31.8,28.5,26.8,24.0,77,47,1,216.9,14.5,38,64,7.03,"Low rainfall, consider irrigation techniques"
263,1012.2,30.6,28.3,26.8,24.3,79,67,0,217.9,8.1,62,6,4.11,"Low rainfall, consider irrigation techniques"
264,1009.3,31.1,28.7,27.1,24.5,78,74,1,218.9,14.5,37,3,6.55,"Low rainfall, consider irrigation techniques"
265,1008.6,28.7,27.4,25.5,23.8,81,88,1,219.9,11.9,32,26,3.22,"Low rainfall, consider irrigation techniques"
266,1009.9,31.0,28.1,26.3,25.5,86,67,1,220.9,14.8,73,66,5.74,"Low rainfall, consider irrigation techniques"
267,1009.1,32.0,28.9,27.3,25.3,81,40,1,221.9,10.2,33,42,4.92,"Low rainfall, consider irrigation techniques"
268,1006.7,32.0,29.3,27.4,24.7,77,23,0,222.9,17.3,98,22,1.96,"Moderate rainfall, suitable for most crops"
269,1004.9,32.2,29.7,28.1,25.3,78,38,0,223.9,20.5,26,80,5.19,"Low rainfall, consider irrigation techniques"
270,1006.7,32.2,28.7,26.9,26.3,87,71,1,224.9,14.0,42,51,1.92,"Moderate rainfall, suitable for most crops"
271,1008.2,30.2,27.8,26.5,25.0,85,81,1,225.9,15.1,79,65,2.68,"Low rainfall, consider irrigation techniques"
272,1006.7,32.8,29.0,25.8,20.6,61,30,0,226.9,16.4,49,75,3.84,"Low rainfall, consider irrigation techniques"
273,1005.6,31.3,29.7,27.4,20.0,56,53,0,227.9,15.5,33,78,5.51,"Low rainfall, consider irrigation techniques"
274,1011.0,32.7,29.8,28.2,24.8,75,78,1,228.9,12.7,89,8,1.22,"Moderate rainfall, suitable for most crops"
275,1013.0,31.7,28.8,26.4,25.3,81,84,1,229.9,7.9,65,11,0.22,"Moderate rainfall, suitable for most crops"
276,1012.4,31.6,27.9,26.5,23.1,76,82,1,230.9,30.6,96,18,4.19,"Low rainfall, consider irrigation techniques"
277,1011.7,29.7,26.8,24.2,23.7,83,88,1,231.9,52.8,47,42,4.17,"Low rainfall, consider irrigation techniques"
278,1013.2,27.8,26.7,24.9,25.2,92,95,1,232.9,50.7,27,64,1.88,"Moderate rainfall, suitable for most crops"
279,1015.2,27.8,26.7,25.4,25.4,93,88,1,233.9,37.0,74,2,6.82,"Low rainfall, consider irrigation techniques"
280,1014.1,26.8,26.0,25.3,25.4,97,86,1,234.9,30.4,59,92,5.8,"Low rainfall, consider irrigation techniques"
281,1012.7,27.6,26.4,25.0,25.0,92,85,1,235.9,12.5,43,90,4.08,"Low rainfall, consider irrigation techniques"
282,1010.5,30.0,27.8,26.1,23.1,76,54,0,236.9,13.0,35,61,2.99,"Low rainfall, consider irrigation techniques"
283,1011.3,29.4,26.8,24.8,20.9,70,45,1,237.9,20.4,85,5,6.43,"Low rainfall, consider irrigation techniques"
284,1013.7,26.6,24.3,21.1,19.9,77,85,1,238.9,30.2,72,98,2.5,"Low rainfall, consider irrigation techniques"
285,1018.0,22.1,20.5,18.5,16.6,78,88,1,239.9,38.3,74,14,0.36,"Moderate rainfall, suitable for most crops"
286,1019.0,24.9,23.1,21.0,16.8,67,88,1,240.9,28.2,81,35,0.54,"Moderate rainfall, suitable for most crops"
287,1018.7,27.8,25.1,23.3,19.1,70,68,1,241.9,32.4,82,64,5.43,"Low rainfall, consider irrigation techniques"
288,1017.4,28.2,25.0,23.1,20.1,75,51,0,242.9,23.9,80,24,3.4,"Low rainfall, consider irrigation techniques"
289,1015.2,28.7,25.2,23.1,20.7,76,19,0,243.9,14.1,49,25,4.77,"Low rainfall, consider irrigation techniques"
290,1013.8,29.4,25.8,23.3,20.4,73,20,0,244.9,9.9,95,65,7.92,"High rainfall, consider drainage systems"
291,1013.4,30.8,26.2,23.6,19.5,69,17,0,245.9,12.4,47,100,1.74,"Moderate rainfall, suitable for most crops"
292,1012.5,29.1,25.5,23.5,19.3,70,43,0,246.9,8.9,88,83,7.76,"High rainfall, consider drainage systems"
293,1010.2,28.2,25.3,23.1,16.7,59,79,0,247.9,17.3,33,74,3.04,"Low rainfall, consider irrigation techniques"
294,1008.3,29.1,26.2,23.8,17.3,58,78,0,248.9,17.2,35,38,7.22,"Low rainfall, consider irrigation techniques"
295,1010.2,29.2,26.4,24.3,19.3,65,64,1,249.9,13.2,64,43,4.42,"Low rainfall, consider irrigation techniques"
296,1012.0,30.6,27.0,25.3,20.9,70,48,0,250.9,9.2,51,1,1.2,"Moderate rainfall, suitable for most crops"
297,1013.0,30.7,27.0,24.8,21.6,73,50,0,251.9,9.9,53,86,7.45,"Low rainfall, consider irrigation techniques"
298,1015.0,29.6,26.8,24.9,22.1,76,61,1,252.9,19.7,88,72,0.15,"Moderate rainfall, suitable for most crops"
299,1016.8,26.6,25.9,25.4,21.7,77,77,1,253.9,37.5,35,52,2.57,"Low rainfall, consider irrigation techniques"
300,1016.8,26.2,25.4,24.5,22.3,83,81,1,254.9,28.9,81,93,3.59,"Low rainfall, consider irrigation techniques"
301,1015.6,30.1,26.5,24.3,22.1,77,48,0,255.9,10.3,31,93,5.37,"Low rainfall, consider irrigation techniques"
302,1017.0,29.2,26.7,25.5,23.3,82,46,1,256.9,15.8,100,26,7.51,"Low rainfall, consider irrigation techniques"
303,1018.2,28.4,26.4,25.5,22.9,81,61,1,257.9,24.2,88,95,2.17,"Moderate rainfall, suitable for most crops"
304,1017.8,29.6,26.7,25.3,23.1,81,53,0,258.9,16.5,98,54,6.75,"Low rainfall, consider irrigation techniques"
305,1020.4,27.2,25.6,24.4,21.6,79,66,1,259.9,40.8,39,90,1.03,"Moderate rainfall, suitable for most crops"
306,1020.9,24.5,22.9,20.5,17.8,73,61,0,260.9,29.6,76,31,0.92,"Moderate rainfall, suitable for most crops"
307,1019.8,26.0,22.6,19.7,16.0,67,72,1,261.9,22.5,26,100,4.35,"Low rainfall, consider irrigation techniques"
308,1019.5,25.8,23.7,22.3,18.8,74,82,1,262.9,32.9,52,80,1.49,"Moderate rainfall, suitable for most crops"
309,1018.1,26.6,24.7,23.1,20.4,77,83,1,263.9,29.8,87,54,1.05,"Moderate rainfall, suitable for most crops"
310,1016.1,28.2,25.8,24.5,22.0,80,82,1,264.9,28.3,44,32,0.23,"Moderate rainfall, suitable for most crops"
311,1015.6,26.3,25.5,24.7,22.4,83,81,1,265.9,30.2,90,45,0.83,"Moderate rainfall, suitable for most crops"
312,1016.3,28.4,26.2,25.2,23.4,85,87,1,266.9,24.8,52,13,6.08,"Low rainfall, consider irrigation techniques"
313,1016.4,28.7,26.5,25.5,23.6,84,70,1,267.9,18.0,37,64,1.69,"Moderate rainfall, suitable for most crops"
314,1015.8,30.3,26.7,24.8,23.3,82,58,1,268.9,12.8,31,86,7.25,"Low rainfall, consider irrigation techniques"
315,1016.9,25.9,24.9,24.0,21.4,81,88,1,269.9,46.3,42,96,5.78,"Low rainfall, consider irrigation techniques"
316,1017.7,25.4,23.8,22.6,20.6,82,85,1,270.9,43.8,89,61,6.69,"Low rainfall, consider irrigation techniques"
317,1017.3,24.2,23.9,23.6,21.1,84,88,1,271.9,41.4,34,79,1.92,"Moderate rainfall, suitable for most crops"
318,1015.2,25.3,23.3,21.0,22.1,92,86,1,272.9,29.7,43,38,1.57,"Moderate rainfall, suitable for most crops"
319,1014.5,26.9,24.3,22.3,21.2,83,74,1,273.9,13.8,95,55,2.41,"Moderate rainfall, suitable for most crops"
320,1015.2,24.8,24.2,23.5,22.3,89,84,1,274.9,35.8,96,64,5.36,"Low rainfall, consider irrigation techniques"
321,1013.7,25.9,24.8,23.6,23.5,93,74,1,275.9,25.5,70,74,1.01,"Moderate rainfall, suitable for most crops"
322,1013.9,27.2,25.5,24.4,23.8,90,51,0,276.9,17.2,31,30,4.1,"Low rainfall, consider irrigation techniques"
323,1016.0,29.1,26.1,24.1,23.2,84,20,0,277.9,7.9,68,45,0.96,"Moderate rainfall, suitable for most crops"
324,1017.0,28.5,25.9,24.5,22.9,84,58,1,278.9,22.1,50,89,5.41,"Low rainfall, consider irrigation techniques"
325,1017.2,25.9,24.8,24.4,21.6,82,73,1,279.9,30.6,99,71,1.77,"Moderate rainfall, suitable for most crops"
326,1017.0,26.0,24.8,23.9,21.1,80,83,0,280.9,40.4,82,85,6.54,"Low rainfall, consider irrigation techniques"
327,1017.1,27.6,25.4,24.0,21.3,78,65,1,281.9,29.2,56,33,5.48,"Low rainfall, consider irrigation techniques"
328,1016.7,28.4,25.4,23.7,21.2,78,47,0,282.9,19.6,80,90,7.95,"High rainfall, consider drainage systems"
329,1016.7,26.6,24.5,23.3,19.8,76,35,1,283.9,31.2,87,43,4.58,"Low rainfall, consider irrigation techniques"
330,1017.7,25.3,22.6,18.2,16.8,70,44,0,284.9,28.6,99,80,3.0,"Low rainfall, consider irrigation techniques"
331,1020.6,21.2,18.2,15.8,7.8,52,46,0,285.9,34.3,53,25,6.16,"Low rainfall, consider irrigation techniques"
332,1022.4,20.4,18.4,15.3,9.7,57,44,0,286.9,39.3,85,70,5.39,"Low rainfall, consider irrigation techniques"
333,1022.5,22.9,20.8,19.2,15.0,70,49,0,287.9,34.0,90,39,6.91,"Low rainfall, consider irrigation techniques"
334,1021.2,24.1,22.1,20.3,17.4,75,40,0,288.9,16.0,40,88,0.14,"Moderate rainfall, suitable for most crops"
335,1018.9,25.2,22.4,20.4,17.7,75,56,1,289.9,15.7,51,83,2.74,"Low rainfall, consider irrigation techniques"
336,1017.6,25.1,22.9,22.0,19.0,79,85,0,290.9,25.0,75,28,2.14,"Moderate rainfall, suitable for most crops"
337,1017.1,25.0,23.3,22.2,19.6,80,69,1,291.9,15.9,43,9,1.42,"Moderate rainfall, suitable for most crops"
338,1019.4,22.3,20.8,19.6,16.5,77,93,1,292.9,27.9,51,98,3.83,"Low rainfall, consider irrigation techniques"
339,1021.1,21.0,19.5,18.4,14.9,75,88,1,293.9,37.9,54,68,2.95,"Low rainfall, consider irrigation techniques"
340,1018.4,20.3,18.4,15.7,15.8,85,91,1,294.9,41.3,78,70,2.39,"Moderate rainfall, suitable for most crops"
341,1021.3,18.1,16.6,15.4,12.2,76,91,1,295.9,28.4,27,39,5.93,"Low rainfall, consider irrigation techniques"
342,1023.1,19.3,17.3,15.4,12.1,72,86,0,296.9,21.8,76,9,4.69,"Low rainfall, consider irrigation techniques"
343,1022.2,19.0,18.0,17.0,14.1,78,90,1,297.9,28.5,77,23,4.3,"Low rainfall, consider irrigation techniques"
344,1016.8,18.9,17.7,16.9,16.8,95,95,1,298.9,35.1,44,13,0.93,"Moderate rainfall, suitable for most crops"
345,1015.5,20.9,19.3,17.6,16.8,86,80,1,299.9,10.2,48,45,5.68,"Low rainfall, consider irrigation techniques"
346,1016.4,23.0,19.9,17.9,15.5,76,72,0,300.9,20.7,96,61,6.84,"Low rainfall, consider irrigation techniques"
347,1016.2,20.7,20.0,19.4,17.1,83,88,0,301.9,39.5,41,39,0.97,"Moderate rainfall, suitable for most crops"
348,1016.4,21.0,20.4,19.7,17.8,85,83,1,302.9,30.3,86,54,1.21,"Moderate rainfall, suitable for most crops"
349,1016.6,21.3,20.4,19.1,17.3,82,84,1,303.9,20.3,77,34,4.51,"Low rainfall, consider irrigation techniques"
350,1019.0,20.4,18.4,16.0,12.6,69,70,1,304.9,26.8,96,98,1.89,"Moderate rainfall, suitable for most crops"
351,1022.5,17.2,15.2,13.4,4.3,49,11,0,305.9,48.0,98,28,6.15,"Low rainfall, consider irrigation techniques"
352,1025.9,15.2,13.2,11.5,-0.4,39,25,0,306.9,35.6,97,25,4.07,"Low rainfall, consider irrigation techniques"
353,1026.4,16.5,13.9,11.3,3.1,48,11,0,307.9,25.2,84,50,6.21,"Low rainfall, consider irrigation techniques"
354,1025.4,18.2,16.2,13.8,8.7,62,71,0,308.9,29.0,38,96,0.58,"Moderate rainfall, suitable for most crops"
355,1022.5,18.6,17.6,17.0,12.9,75,88,1,309.9,19.0,70,75,4.08,"Low rainfall, consider irrigation techniques"
356,1021.3,21.1,19.4,17.1,16.2,82,87,1,310.9,22.5,53,31,1.27,"Moderate rainfall, suitable for most crops"
357,1020.3,20.6,19.9,18.7,17.6,87,88,1,311.9,27.3,61,4,1.16,"Moderate rainfall, suitable for most crops"
358,1017.8,22.3,21.1,19.8,19.6,91,79,1,312.9,15.0,83,38,5.54,"Low rainfall, consider irrigation techniques"
359,1016.8,24.7,22.3,21.1,20.7,91,70,1,313.9,9.4,36,67,2.16,"Moderate rainfall, suitable for most crops"
360,1020.4,21.4,18.2,16.1,13.5,75,89,1,314.9,27.6,88,98,6.49,"Low rainfall, consider irrigation techniques"
361,1020.6,19.7,17.9,16.9,13.3,74,87,0,315.9,21.6,89,98,7.4,"Low rainfall, consider irrigation techniques"
362,1022.7,18.8,17.7,16.9,15.0,84,90,1,316.9,18.4,53,33,3.57,"Low rainfall, consider irrigation techniques"
363,1026.6,18.6,17.3,16.3,12.8,75,85,1,317.9,25.9,85,79,2.49,"Moderate rainfall, suitable for most crops"
364,1025.9,18.9,17.7,16.4,13.3,75,78,1,318.9,33.4,25,74,3.89,"Low rainfall, consider irrigation techniques"
365,1025.3,19.2,17.3,15.2,13.3,78,86,1,319.9,20.9,56,97,1.8,"Moderate rainfall, suitable for most crops"
366,1026.4,20.5,17.8,15.5,13.0,74,66,0,320.9,23.3,30,42,0.7,"Moderate rainfall, suitable for most crops"
